nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V2
106531,18/12/2014,12:45,NIWA,Hills Drain,Stream,,434,Waikato River,1751524,5866586,44,14.02,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,22,FALSE,FALSE,,,V2
106532,10/12/2014,11:20,NIWA,Otaua Tributary,Stream,,434,Waikato River,1754794,5869924,3,12.66,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106534,15/12/2014,12:00,NIWA,Awaroa River tributary,Stream,,434,Waikato River,1750897,5874398,56,23.93,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,230,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,13,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106540,8/12/2014,11:10,NIWA,Aka Aka Stream,Stream,,434.06,Waikato River,1758888,5871121,0,17.33,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Gill net - Multi mesh,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106556,23/02/2015,,NIWA,Lake Maraetai,Lake,,434.002,Waikato River,1842907,5750145,172,218.31,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106564,26/02/2015,,NIWA,Lake Waipapa,River,,434.002,Waikato River,1834536,5758364,124,208.85,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106564,26/02/2015,,NIWA,Lake Waipapa,River,,434.002,Waikato River,1834536,5758364,124,208.85,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V2
106564,26/02/2015,,NIWA,Lake Waipapa,River,,434.002,Waikato River,1834536,5758364,124,208.85,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106564,26/02/2015,,NIWA,Lake Waipapa,River,,434.002,Waikato River,1834536,5758364,124,208.85,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106602,25/02/2015,,NIWA,Lake Whakamaru,Lake,,434.002,Waikato River,1846483,5742288,222,231.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V2
106602,25/02/2015,,NIWA,Lake Whakamaru,Lake,,434.002,Waikato River,1846483,5742288,222,231.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106602,25/02/2015,,NIWA,Lake Whakamaru,Lake,,434.002,Waikato River,1846483,5742288,222,231.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106602,25/02/2015,,NIWA,Lake Whakamaru,Lake,,434.002,Waikato River,1846483,5742288,222,231.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
106602,25/02/2015,,NIWA,Lake Whakamaru,Lake,,434.002,Waikato River,1846483,5742288,222,231.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
109160,4/04/2016,12:30,Waikato Regional Council,Whangamarie Stream floodgate,Stream,,434.2,Waikato River,1794129,5835612,9,90.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V2
109162,25/05/2016,10:00,Waikato Regional Council,Whangamaire Stream floodgate,Not Entered,,434.2,Waikato River,1794129,5835612,9,90.34,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,15,FALSE,FALSE,,,V2
109525,2/10/2013,10:00,Waikato Regional Council,Lake Waikare tributary,Not Entered,,434.161,Waikato River,1794074,5848870,8,76.67,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
109525,2/10/2013,10:00,Waikato Regional Council,Lake Waikare tributary,Not Entered,,434.161,Waikato River,1794074,5848870,8,76.67,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V2
109737,31/07/2014,12:40,Bioresearches,Otara Creek pond,Pond,,82.02,Tamaki River,1771923,5906140,55,7.05,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,18,FALSE,FALSE,110,330,V1
109738,31/07/2014,12:50,Bioresearches,Otara Creek pond,Pond,,82.02,Tamaki River,1771887,5906115,55,7.05,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,280,290,V1
110298,6/12/2016,11:30,Mike Mcglynn,Mararua Stream,River,,466,Wairoa River,1712122,6057639,94,124.62,"Traps - G minnow (fine mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
110299,7/12/2016,12:30,Mike Mcglynn,Mangahahuru Stream,River,,466.13,Wairoa River,1712130,6057772,88,124.62,"Traps - G minnow (coarse mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,24,FALSE,FALSE,,,V2
110300,7/12/2016,10:40,Mike Mcglynn,Forsythe Stream,Stream,,466,Wairoa River,1711145,6062947,108,131.84,"Traps - G minnow (fine mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,15,FALSE,FALSE,,,V2
110301,6/12/2016,10:30,Mike Mcglynn,Luptons Point Drain,River,,466,Wairoa River,1713407,6060416,81,128.73,"Traps - G minnow (fine mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
110303,8/12/2016,9:15,Mike Mcglynn,Okarika Stream,River,,466,Wairoa River,1708867,6057012,93,121.36,"Traps - G minnow (fine mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,,,V2
110309,8/12/2016,10:15,Mike Mcglynn,Otakairangi Stream,Stream,,466,Wairoa River,1705579,6060740,94,127.76,"Traps - G minnow (fine mesh, unbaited)",Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V2
110531,2/12/2016,11:00,Department of Conservation Northland,Kaihu River tributary,Stream,,466.04,Wairoa River,1672864,6026076,19,34.73,Fyke net - Super,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V2
110531,2/12/2016,11:00,Department of Conservation Northland,Kaihu River tributary,Stream,,466.04,Wairoa River,1672864,6026076,19,34.73,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V2
110531,2/12/2016,11:00,Department of Conservation Northland,Kaihu River tributary,Stream,,466.04,Wairoa River,1672864,6026076,19,34.73,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V2
110562,17/03/2014,13:00,Waikato Regional Council,Mangaoronga Stream,Stream,,434.22,Waikato River,1802643,5771778,50,204.59,Fyke net - Standard,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V2
110970,4/10/2013,,Waikato Regional Council,Komakorau Stream,Not Entered,,434.21,Waikato River,1797762,5833536,19,94.64,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,300,,V1
111015,5/12/2003,day,Waikato University,Lake Whangape,Not Entered,,434.15,Waikato River,1779148,5852276,13,64.06,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
111061,3/12/2013,night,Waikato Regional Council,Ohote Stream,Not Entered,,434.22,Waikato River,1792976,5816466,17,130.47,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,299,324,V1
111113,19/05/2004,day,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790470,5844384,13,77.85,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,10,FALSE,FALSE,,,V1
111119,21/05/2004,day,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790414,5847326,10,73.64,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
111149,3/12/2013,night,Waikato Regional Council,Ohote Stream,Not Entered,,434.22,Waikato River,1792559,5816828,25,129.65,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,10,FALSE,FALSE,82,388,V1
111223,9/02/2006,day,Waikato University,Lake Kimihia,Not Entered,,434.18,Waikato River,1793802,5844167,19,78.45,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111232,10/11/2006,day,Waikato University,Waikato River,Not Entered,,434.001,Waikato River,1801561,5814929,32,117.54,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
111240,7/03/2007,day,Waikato University,Lake Waahi,Not Entered,,434.19,Waikato River,1788306,5839811,27,82.35,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,17,FALSE,FALSE,,,V1
111241,26/03/2007,day,Waikato University,Lake Waahi,Not Entered,,434.19,Waikato River,1788306,5839811,13,82.22,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
111264,21/08/2007,day,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787424,5866082,13,51.77,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
111266,23/08/2007,day,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1793183,5864444,10,58.67,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
111267,23/08/2007,day,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1792919,5864641,3,57.89,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
111279,4/03/2008,day,Waikato University,Whangamarino River,Not Entered,,434.13,Waikato River,1787698,5865830,13,52.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111295,4/09/2008,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800258,5814648,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
111296,5/09/2008,day,Waikato University,Lake Whangape,Not Entered,,434.15,Waikato River,1781455,5851147,30,64.06,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111301,4/12/2008,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800307,5814492,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,22,FALSE,FALSE,,,V1
111303,12/12/2008,day,Waikato University,Lake Rotokaeo,Not Entered,,434.001,Waikato River,1798264,5817071,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,18,FALSE,FALSE,,,V1
111304,9/01/2009,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800358,5814093,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
111305,2/02/2009,day,Waikato University,Lake Ngaroto,Not Entered,,434.221,Waikato River,1801157,5797291,48,163.49,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,,,V1
111306,4/02/2009,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795998,5805220,37,150.31,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,33,FALSE,FALSE,,,V1
111312,29/04/2009,day,Waikato University,Lake Otamatearoa,Not Entered,,435,Lake Otamatearoa,1749545,5871005,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
111313,14/05/2009,day,Waikato University,Lake D,Not Entered,,434,Waikato River,1798020,5827316,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111314,20/05/2009,day,Waikato University,Mangatawhiri River,Not Entered,,434.12,Waikato River,1779743,5873156,15,40.19,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
111317,21/05/2009,day,Waikato University,Lake Kimihia,Not Entered,,434.18,Waikato River,1793256,5844792,19,78.45,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111318,28/05/2009,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1791854,5847909,9,76.97,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111320,17/08/2009,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800307,5814492,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,13,FALSE,FALSE,,,V1
111321,18/09/2009,day,Waikato University,Lake D,Not Entered,,434.001,Waikato River,1796842,5827252,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
111322,29/09/2009,day,Waikato University,Lake Rotokauri,Not Entered,,434.22,Waikato River,1793552,5818663,29,129.37,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111323,16/10/2009,day,Waikato University,Lake Hakanoa,Not Entered,,434.18,Waikato River,1791543,5841902,13,80.15,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111324,10/11/2009,day,Waikato University,Maungatawhiri Stream,Not Entered,,434.12,Waikato River,1792855,5877254,21,64.83,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
111336,9/02/2010,day,Waikato University,Waikato River,Not Entered,,434.001,Waikato River,1799292,5818245,20,113.35,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,42,FALSE,FALSE,,,V1
111340,30/03/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111341,31/03/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,,,V1
111342,1/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
111344,19/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
111345,20/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,117,FALSE,FALSE,,,V1
111346,21/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,13,FALSE,FALSE,,,V1
111347,22/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,16,FALSE,FALSE,,,V1
111348,23/04/2010,day,Waikato University,Lake Mangahia,Not Entered,,434.22,Waikato River,1795912,5805307,37,150.31,Electric fishing - combination of nets and electric fishing,Unknown,Ameiurus nebulosus,Catfish,19,FALSE,FALSE,,,V1
111355,11/10/2010,day,Waikato University,Reao Stream,Not Entered,,434.135,Waikato River,1787819,5865498,12,52.33,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
111359,15/11/2010,day,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790500,5841982,11,78.3,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
111366,24/01/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,9,76.97,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
111367,25/01/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,9,76.97,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
111369,27/01/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,9,76.97,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,29,FALSE,FALSE,,,V1
111376,23/03/2011,day,Waikato University,Lake Waahi,Not Entered,,434.19,Waikato River,1788648,5840469,20,81.03,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
111385,17/11/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,9,76.97,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111386,18/11/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,9,76.97,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111388,22/11/2011,day,Waikato University,Waikato River,Not Entered,,434,Waikato River,1790553,5841110,11,78.3,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
111389,29/11/2011,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,,,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111391,9/01/2012,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato River,1800226,5814108,,,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
111392,10/01/2012,day,Waikato University,Knighton Lake,Not Entered,,434.001,Waikato River,1803832,5815403,,,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,193,FALSE,FALSE,,,V1
111393,20/01/2012,day,Waikato University,Lake Ohinewai,Not Entered,,434,Waikato River,1792002,5848071,,,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
111394,17/02/2012,day,Waikato University,Waikato River,Not Entered,,434.001,Waikato River,1801585,5814334,32,117.54,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
111397,30/08/2012,day,Waikato University,Lake Waahi,Not Entered,,434.19,Waikato River,1787936,5841091,20,81.03,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
