nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
20355,16/06/2000,10:45,Taranaki Regional Council,Araheke Stream,Not Entered,,394.01,Waiongana Stream,1698819,5667352,173,21.53,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20359,10/07/2000,14:50,Taranaki Regional Council,Mangorei Stream tributary,Not Entered,,392.02,Waiwhakaiho R,1694620,5667249,160,17,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
20360,10/07/2000,15:30,Taranaki Regional Council,Taruawakanga Stream,Not Entered,,392.021,Waiwhakaiho R,1694520,5667349,170,16.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
20367,14/12/2000,12:30,Taranaki Regional Council,Mangawheroiti Stream,Not Entered,,355.014,Kaupokonui S,1694440,5637355,340,25.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20368,13/12/2000,16:45,Taranaki Regional Council,Mangawheroiti Stream,Not Entered,,355.014,Kaupokonui S,1694242,5634755,260,22.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20373,22/01/2001,12:00,Taranaki Regional Council,Manganui River,Not Entered,,395.04,Waitara R,1710224,5658562,205,42.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20389,5/04/2004,,NIWA,Kaituna River,Not Entered,,146,Kaituna R,1893837,5794001,140,39.7,Electric fishing - combination of nets traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20390,28/04/2004,,NIWA,Kaituna River,Not Entered,,146,Kaituna R,1895825,5802611,40,29,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20391,26/04/2004,,NIWA,Kaituna River tributary,Not Entered,,146,Kaituna R,1896424,5803312,20,27.6,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20392,27/04/2004,,NIWA,Kaituna River,Not Entered,,146,Kaituna R,1898519,5807619,5,20.3,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20394,28/04/2004,,NIWA,Kaituna River,Not Entered,,146,Kaituna R,1895802,5817222,2,6,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20400,12/07/2004,,Fish and Game Auckland Waikato,Lake Ototoa,Not Entered,,452.01,L Ototoa,1711296,5957999,70,5.6,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
20401,2/10/2001,20:00,Department of Conservation Wellington,Oterei River tributary,Not Entered,,276,Oterei R,1816173,5409275,25,9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20402,2/10/2001,21:30,Department of Conservation Wellington,Oterei River tributary,Not Entered,,276,Oterei R,1816573,5408974,45,9.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20403,2/10/2001,22:00,Department of Conservation Wellington,Oterei River tributary,Not Entered,,276,Oterei R,1816673,5409074,50,9.5,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20418,22/09/2004,night,Department of Conservation West Coast,Hokitika River tributary,Not Entered,,906,Hokitika R,1436037,5267175,20,4.5,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20421,27/09/2004,night,Department of Conservation West Coast,Arahura River tributary,Not Entered,,908,Arahura R,1439538,5272874,45,4,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20422,27/09/2004,night,Department of Conservation West Coast,Arahura River tributary,Not Entered,,908,Arahura R,1439638,5272774,45,4.1,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20423,28/09/2004,night,Department of Conservation West Coast,Unnamed wetland,Not Entered,,908,Arahura R,1439538,5272974,45,2.4,Traps - Gee minnow,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20429,1/11/2000,21:00,Department of Conservation Wellington,Tauanui River,Not Entered,,292.05,Ruamahanga R,1792874,5415781,200,31.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20431,2/11/2000,20:30,Department of Conservation Wellington,Tauanui River,Not Entered,,292.05,Ruamahanga R,1795674,5417580,340,35.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20432,2/11/2000,20:30,Department of Conservation Wellington,Tauanui River tributary,Not Entered,,292.05,Ruamahanga R,1795474,5417680,340,35.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20434,2/11/2000,21:00,Department of Conservation Wellington,Tauanui River,Not Entered,,292.05,Ruamahanga R,1795374,5417380,290,35.1,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20435,2/11/2000,22:00,Department of Conservation Wellington,Tauanui River tributary,Not Entered,,292.05,Ruamahanga R,1794374,5416980,300,33.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20436,2/11/2000,22:45,Department of Conservation Wellington,Tauanui River tributary,Not Entered,,292.05,Ruamahanga R,1794474,5416780,280,33.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20442,15/11/2000,20:45,Department of Conservation Wellington,Makotukutuku Stream,Not Entered,,288,Makotukutuku S,1792072,5406381,270,10.1,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20444,15/11/2000,22:45,Department of Conservation Wellington,Makotukutuku Stream,Not Entered,,288,Makotukutuku S,1791471,5405581,200,8.9,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
20445,16/11/2000,20:45,Department of Conservation Wellington,Castle River tributary,Not Entered,,282.08,Opouawe R,1796771,5405480,290,21.2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
20447,16/11/2000,22:30,Department of Conservation Wellington,Castle River tributary,Not Entered,,282.08,Opouawe R,1797571,5405680,220,20,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
20448,16/11/2000,23:00,Department of Conservation Wellington,Castle River,Not Entered,,282.08,Opouawe R,1798671,5404879,140,18.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,15,FALSE,FALSE,,,V1
20528,22/03/2000,20:00,Department of Conservation Wanganui,Konini Stream,Not Entered,,342.311,Patea R,1702433,5646258,500,139,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20529,25/01/2001,14:00,Department of Conservation Wanganui,Konini Stream,Not Entered,,342.311,Patea R,1702433,5646258,500,139,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,11,FALSE,FALSE,,,V1
20530,27/03/2000,19:00,Department of Conservation Wanganui,Konini Stream tributary,Not Entered,,342.311,Patea R,1702533,5646558,500,138.9,Observation - Observation,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20531,22/03/2000,20:30,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1702633,5646658,500,138.6,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20533,25/01/2001,14:00,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1702633,5646658,500,138.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20534,27/03/2000,19:30,Department of Conservation Wanganui,Mangarangi Stream tributary,Not Entered,,342.32,Patea R,1702633,5647258,500,138.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20535,27/03/2000,20:00,Department of Conservation Wanganui,Mangarangi Stream tributary,Not Entered,,342.32,Patea R,1702633,5647358,500,138.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20536,27/03/2000,21:00,Department of Conservation Wanganui,Paetahi Stream,Not Entered,,342.31,Patea R,1705834,5644561,400,134.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20537,25/01/2001,13:30,Department of Conservation Wanganui,Paetahi Stream,Not Entered,,342.31,Patea R,1705834,5644561,400,134.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
20539,25/01/2001,12:30,Department of Conservation Wanganui,Konini Stream,Not Entered,,342.311,Patea R,1706134,5645061,390,134.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
20540,27/03/2000,22:00,Department of Conservation Wanganui,Konini Stream,Not Entered,,342.311,Patea R,1706134,5645061,390,134.4,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20541,22/03/2000,21:30,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1706133,5645361,390,134,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20543,25/01/2001,10:00,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1706133,5645361,390,134,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20544,22/03/2000,22:00,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1706233,5645361,390,134,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20546,25/01/2001,11:00,Department of Conservation Wanganui,Patea River,Not Entered,,342,Patea R,1706233,5645361,390,134,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20547,14/12/2000,22:00,Department of Conservation Wanganui,Otahi Stream,Not Entered,,365,Otahi S,1678843,5639345,150,12.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20548,14/12/2000,23:00,Department of Conservation Wanganui,Otahi Stream,Not Entered,,365,Otahi S,1684238,5644747,400,21.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20585,15/11/2000,night,Department of Conservation Northland,Tangowahine Stream,Not Entered,,466.06,Wairoa R,1682724,6037501,25,51.7,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20589,28/11/2000,13:00,Department of Conservation Northland,Finlaysons Brook,Not Entered,,60.051,Waipu R,1722568,6012907,60,19.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V1
20590,7/02/2001,22:30,Department of Conservation Northland,Waimamaku River tributary,Not Entered,,471,Waimamaku R,1656964,6066422,630,33.3,Other net - Hand net,Unknown,Paranephrops,Koura,30,FALSE,FALSE,,,V1
20596,22/02/2001,13:00,Department of Conservation Northland,Waipapa Stream,Not Entered,,466.09,Wairoa R,1707015,6036861,60,99.5,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20599,19/02/2001,22:00,Department of Conservation Northland,North River,Not Entered,,60.01,Waipu R,1722047,6021403,70,23.8,Other net - Hand net,Unknown,Paranephrops,Koura,20,FALSE,FALSE,,,V1
20604,12/03/2001,21:30,Department of Conservation Northland,Waitotoki Stream tributary,Not Entered,,490,Herekino R,1620689,6102205,380,6,Other net - Hand net,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
20605,23/03/2001,14:00,Department of Conservation Northland,Kopenui Stream,Not Entered,,475.033,Waima R,1673515,6081857,190,47.5,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20619,26/04/2001,20:00,Department of Conservation Northland,Mimiha Stream,Not Entered,,45.5,Mimiha S,1721610,6076584,25,3.8,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
20631,17/04/1996,14:00,Kingett Mitchell,Blind River,Not Entered,,603,Blind R,1686383,5380604,100,20,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20632,16/04/1996,15:00,Kingett Mitchell,Blind River,Not Entered,,603,Blind R,1685383,5378905,140,22.1,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20633,17/04/1996,13:00,Kingett Mitchell,Beaumont Creek,Not Entered,,603,Blind R,1686782,5376905,260,23.9,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20634,17/04/1996,9:00,Kingett Mitchell,Stace Stream,Not Entered,,603,Blind R,1685682,5377605,240,23.3,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20635,15/04/1996,9:00,Kingett Mitchell,Stirling Brook,Not Entered,,603.02,Blind R,1687682,5376905,210,19.7,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20644,5/11/2004,22:00,Department of Conservation West Coast,Serpentine Creek,Not Entered,,910.5,Serpentine C,1446339,5283321,25,2,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20650,8/12/2004,10:00,Ian Kusabs,Waiotapu Stream,Not Entered,,434.53,Waikato R,1894691,5754970,420,319.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,11,FALSE,FALSE,,,V1
20659,19/11/2004,16:00,Ian Kusabs,Kopurererua Stream,Not Entered,,143,Kopurererua S,1873484,5818187,10,7.4,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20661,1/11/2004,,Ian Kusabs,Kopurererua Stream tributary,Not Entered,,143,Kopurererua S,1873284,5817986,10,8,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20668,11/01/2005,day,NIWA,Nihotupu Stream,Not Entered,,441.305,Big Muddy C,1742066,5908830,35,2.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20669,11/01/2005,day,NIWA,Nihotupu Stream,Not Entered,,441.305,Big Muddy C,1742001,5908825,35,2.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20670,13/01/2005,day,NIWA,Nihotupu Stream,Not Entered,,441.305,Big Muddy C,1741982,5908863,35,2.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
20671,12/01/2005,day,NIWA,Waitakere River,Not Entered,,447,Waitakere R,1735522,5916553,50,12,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20672,12/01/2005,day,NIWA,Waitakere River,Not Entered,,447,Waitakere R,1735596,5916541,50,12.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20673,12/01/2005,day,NIWA,Waitakere River,Not Entered,,447,Waitakere R,1735602,5916444,50,12.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20676,10/02/2005,9:00,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790565,5833045,18,93.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20677,10/02/2005,11:00,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790626,5833153,19,93.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20678,10/02/2005,15:30,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790639,5833554,20,93.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20679,9/02/2005,15:00,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790131,5832955,18,93.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20680,9/02/2005,9:30,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790138,5833023,18,93.7,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20681,9/02/2005,11:30,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1790104,5833091,20,93.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20682,8/02/2005,9:30,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1789745,5832412,18,94.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20683,8/02/2005,11:00,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1789623,5832418,19,94.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20684,8/02/2005,14:30,NIWA,Waikato River tributary,Not Entered,,434,Waikato R,1789453,5832465,20,94.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20685,1/02/2005,11:00,NIWA,Kaipatiki Creek tributary,Not Entered,,78.023,Waitemata Hbr,1753432,5926664,40,1.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20695,9/03/2005,,Department of Conservation West Coast,Okutua Creek tributary,Not Entered,,891.01,Okarito R,1377846,5213153,30,11.8,Traps - Gee minnow,Unknown,Paranephrops,Koura,1,FALSE,FALSE,35,,V1
20714,18/05/2005,13:30,Department of Conservation Wellington,Taupo Stream,Not Entered,,312.5,Taupo S,1757694,5452525,13,3.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20719,3/03/2005,night,NIWA,Whenuakite River,Not Entered,,119,Whenuakite R,1847426,5911706,5,8.1,Fyke net - Fyke net including minifykes,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
20721,10/06/2005,12:00,Massey University,Whareroa Stream tributary,Not Entered,,313,Whareroa S,1766681,5462685,15,3.2,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20722,10/06/2005,day,Massey University,Wainui Stream,Not Entered,,312,Wainui S,1765081,5462185,5,0.3,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20736,18/01/2005,night,Department of Conservation Waikato,Unnamed stream Opito Point,Not Entered,,412,Opito Pt,1742357,5731885,20,0.1,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20740,16/06/2005,11:00,Massey University,Horokiri Stream tributary,Not Entered,,309,Horokiri S,1762580,5453085,65,6.4,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20741,16/06/2005,14:00,Massey University,Horokiri Stream tributary,Not Entered,,309,Horokiri S,1763180,5453385,100,6.4,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20745,15/06/2005,day,Waikato University,Kopurererua Stream,Not Entered,,143,Kopurererua S,1875632,5821113,5,3.4,Electric fishing - Boat,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20747,9/06/2005,day,Waikato University,Unnamed pond,Not Entered,,347,Manawapou R,1718048,5612143,60,6.3,Electric fishing - Boat,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20750,14/04/2005,9:00,Waikato University,Mangaonua Stream tributary,Not Entered,,434.25,Waikato R,1807656,5816382,35,131,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20755,28/05/2005,13:30,Kessels and Associates,Makaretu River,Not Entered,,232.121,Tukituki R,1871624,5566641,380,120.5,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
20757,13/06/2005,21:00,Taranaki Regional Council,Kakapo Stream,Not Entered,,398.01,Onaero R,1720298,5681083,60,4.3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20760,31/08/2004,9:50,Bioresearches,Wairoa River tributary,Not Entered,,85,Wairoa R,1782586,5909653,80,2.9,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20761,31/08/2004,10:30,Bioresearches,Wairoa River tributary,Not Entered,,85,Wairoa R,1782686,5909554,60,2.9,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20762,31/08/2004,11:15,Bioresearches,Wairoa River tributary,Not Entered,,85,Wairoa R,1783386,5909555,50,2.1,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
20763,31/08/2004,12:40,Bioresearches,Wairoa River tributary,Not Entered,,85,Wairoa R,1783287,5909355,20,2,Electric fishing - Combination of traps and electric fishing,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
