nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
116048,8/11/2017,,Boffa Miskell Ltd,Hutt River tributary,Not Entered,,298,Hutt River,1761242,5437854,58,6.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116049,21/04/2017,,Boffa Miskell Ltd,Kakariki Stream tributary,Not Entered,,316,Ngarara Stream,1774748,5473733,33,5.94,Electric fishing - Backpack,Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V2
116050,15/04/2019,,Boffa Miskell Ltd,Kakariki Stream tributary,Not Entered,,316,Ngarara Stream,1774734,5473755,33,5.94,Electric fishing - Backpack,Unknown,Paranephrops,Koura,9,FALSE,FALSE,,,V2
116055,28/03/2019,,Wildlands,Totara Creek tributary,Stream,,78.064,Brigham Creek,1743087,5925409,30,3.21,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116060,21/06/2016,,Boffa Miskell Ltd,Te Puka Stream,Not Entered,,312,Wainui Stream,1765385,5461243,29,1.13,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116066,21/07/2015,,Boffa Miskell Ltd,Horokiri Stream,Not Entered,,309,Horokiri Stream,1764111,5454948,116,8.45,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
116067,3/02/2016,,Boffa Miskell Ltd,Horokiri Stream,Not Entered,,309,Horokiri Stream,1764110,5454956,116,8.45,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116069,21/06/2016,,Boffa Miskell Ltd,Horokiri Stream,Not Entered,,309,Horokiri Stream,1764095,5454920,116,8.45,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
116081,23/06/2016,,Boffa Miskell Ltd,Ration Creek,Not Entered,,307,Ration Creek,1762313,5450431,68,3.17,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116082,14/02/2018,,Boffa Miskell Ltd,Ration Creek,Not Entered,,307,Ration Creek,1762348,5450373,68,3.17,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116084,29/01/2019,,Boffa Miskell Ltd,Ration Creek,Not Entered,,307,Ration Creek,1762341,5450394,68,3.17,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116085,3/02/2016,,Boffa Miskell Ltd,Duck Creek,Not Entered,,307,Duck Creek,1759271,5445541,40,1.15,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
116086,6/07/2016,,Boffa Miskell Ltd,Duck Creek,Not Entered,,307,Duck Creek,1759262,5445477,40,1.15,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116093,19/02/2018,,Boffa Miskell Ltd,Cannons Creek,Not Entered,,306,Porirua Stream,1756929,5442921,100,4.27,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116095,29/01/2019,,Boffa Miskell Ltd,Cannons Creek,Not Entered,,306,Porirua Stream,1756937,5442942,100,4.27,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116103,21/07/2015,,Boffa Miskell Ltd,Ration Creek,Not Entered,,307,Ration Creek,1762328,5450423,68,3.17,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116106,16/02/2017,,Boffa Miskell Ltd,Duck Creek,Not Entered,,307,Duck Creek,1759276,5445447,40,1.15,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116110,21/02/2017,,Boffa Miskell Ltd,Cannons Creek,Not Entered,,306,Porirua Stream,1756930,5442942,100,4.27,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116113,4/09/2017,,Boffa Miskell Ltd,Horokiri Stream,Not Entered,,309,Horokiri Stream,1763580,5452566,67,5.81,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116150,7/02/2019,10:29,Hawkes Bay Regional Council,Mahiaruhe Stream,Stream,,225.032,Aropaoanui River,1935411,5652784,160,23.42,Observation - Visual by day,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V2
116168,10/05/2017,12:00,Wellington Regional Council,Owhiro Stream,Stream,,300,Owhiro Stream,1747176,5423681,88,2.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116195,22/05/2017,21:00,Wellington Regional Council,Kaiwharawhara Stream,Stream,,297.25,Kaiwharawhara Stream,1747267,5430239,53,3.7,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,3,TRUE,FALSE,,,V2
116198,22/05/2017,4:18,Wellington Regional Council,Korimoko Stream,Stream,,297.25,Kaiwharawhara Stream,1747744,5431638,91,3,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V2
116219,21/06/2019,13:10,Environmental Impact Assessments Ltd,Kaipatiki Creek tributary,Stream,,78.023,Kaipatiki Creek,1753739,5924900,49,2,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116220,18/06/2019,8:30,Mike Mcglynn,Waitakuhuruhuru Stream wetland,Wetland,,466.04,Wairoa River,1668111,6031085,20,45.84,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V2
116245,2/05/2019,9:30,Tonkin and Taylor,Mangaharakeke Stream tributary,Stream,,434.001,Waikato River,1806535,5811405,40,128.82,Fyke net - Standard,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
116245,2/05/2019,9:30,Tonkin and Taylor,Mangaharakeke Stream tributary,Stream,,434.001,Waikato River,1806535,5811405,40,128.82,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116285,30/05/2019,9:20,Manawatu Wanganui Regional Council,Lake Horowhenua tributary,Stream,,323,Hokio Stream,1792800,5502245,16,8.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116287,18/04/2019,9:17,Manawatu Wanganui Regional Council,Tokomaru River,River,,325.05,Manawatu River,1814171,5514768,42,42.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116287,18/04/2019,9:17,Manawatu Wanganui Regional Council,Tokomaru River,River,,325.05,Manawatu River,1814171,5514768,42,42.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116287,18/04/2019,9:17,Manawatu Wanganui Regional Council,Tokomaru River,River,,325.05,Manawatu River,1814171,5514768,42,42.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116287,18/04/2019,9:17,Manawatu Wanganui Regional Council,Tokomaru River,River,,325.05,Manawatu River,1814171,5514768,42,42.18,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116402,9/07/2019,9:30,Wildlands,Polhill Stream,Stream,,297.3,Polhill Stream,1747486,5427045,75,2,Observation - Visual by day,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
116447,18/07/2019,9:00,Ecology New Zealand Ltd,Dunbars Drain,Stream,,666,Heathcote River,1567310,5174769,14,203.12,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116447,18/07/2019,9:00,Ecology New Zealand Ltd,Dunbars Drain,Stream,,666,Heathcote River,1567310,5174769,14,203.12,Other net - Hand net,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116488,2/04/2019,10:00,Aquatic Ecology Ltd,Cashmere Stream,Stream,,666,Heathcote River,1568946,5175132,10,14.67,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
116504,11/07/2019,13:12,Department of Conservation Otago,Mataura River tributary,Stream,,775,Mataura River,1281160,4894760,229,92.48,Other net - Hand net,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116572,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1297605,4926205,263,149.31,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116575,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1296846,4926103,279,150.27,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116576,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1296858,4926150,437,150.37,Observation - Visual by day,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116577,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1296845,4926209,437,150.37,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116583,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1296209,4925977,296,151.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116584,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1296178,4925934,296,151.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116585,12/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1294068,4926343,360,153.95,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116589,13/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1292885,4931220,582,160.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116590,13/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1292888,4931201,582,160.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116591,13/03/2019,,Department of Conservation Otago,Parasol Creek tributary,Not Entered,,752.146,Clutha River,1292850,4931121,582,160.09,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116597,13/03/2019,,Department of Conservation Otago,Doakes Stream,Not Entered,,752.146,Clutha River,1298069,4928123,352,151.94,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116598,13/03/2019,,Department of Conservation Otago,Doakes Stream,Not Entered,,752.146,Clutha River,1297983,4928179,352,151.94,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116601,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358543,4914665,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
116602,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358594,4914688,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
116603,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358952,4915170,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
116604,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358955,4915184,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
116605,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358972,4915207,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
116606,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358979,4915211,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,7,FALSE,FALSE,,,V1
116607,4/04/2019,,Department of Conservation Otago,Pioneer Stream tributary,Not Entered,,743.054,Taieri River,1358981,4915216,409,51.49,"Traps - G minnow (fine mesh, unbaited)",Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V1
116621,30/04/2019,,Department of Conservation Otago,Washpool Creek,Not Entered,,750,Washpool Creek,1365476,4870982,9,0.13,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
116657,8/02/2019,12:54,Department of Conservation Otago,Kakanui River South Branch tributary,Not Entered,,717.1,Kakanui River,1408897,5001044,487,59.66,Electric fishing - Backpack,Unknown,Paranephrops,Koura,6,FALSE,FALSE,,,V1
116722,24/09/2019,9:00,Cardno Ltd,Duck Creek,Stream,,307,Duck Creek,1759431,5445124,40,1.15,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116722,24/09/2019,9:00,Cardno Ltd,Duck Creek,Stream,,307,Duck Creek,1759431,5445124,40,1.15,"Traps - G minnow (coarse mesh, baited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116722,24/09/2019,9:00,Cardno Ltd,Duck Creek,Stream,,307,Duck Creek,1759431,5445124,40,1.15,Fyke net - Standard,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116723,19/02/2019,9:00,Cardno Ltd,Duck Creek tributary,Stream,,307,Duck Creek,1759307,5444424,107,3.86,"Traps - G minnow (coarse mesh, baited)",Unknown,Paranephrops,Koura,38,FALSE,FALSE,,,V2
116724,12/02/2019,9:00,Cardno Ltd,Duck Creek tributary,Stream,,307,Duck Creek,1758725,5445421,52,1.3,"Traps - G minnow (coarse mesh, baited)",Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V2
116725,5/03/2019,9:00,Cardno Ltd,Pauatahanui Stream tributary,Pond,,308,Pauatahanui Stream,1762169,5443645,238,7.03,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116729,8/09/2019,5:13,Cardno Ltd,Porirua Stream tributary,Stream,,306,Porirua Stream,1755095,5443068,48,1.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,92,FALSE,FALSE,,,V2
116876,15/11/2018,,Boffa Miskell Ltd,Okura River tributary,Not Entered,,74,Okura River,1753719,5942262,20,1.02,Electric fishing - Backpack,Unknown,Paranephrops,Koura,8,FALSE,FALSE,,,V2
116885,15/03/2019,,Boffa Miskell Ltd,Tutaenui Stream tributary,Stream,,434,Waikato River,1775306,5879726,120,42.61,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116886,15/02/2019,,Boffa Miskell Ltd,Whakapipi Stream,Not Entered,,434,Waikato River,1776543,5878883,114,41.02,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
116921,16/09/2019,14:00,Boffa Miskell Ltd,Hingaia Stream tributary,Not Entered,,438.03,Hingaia Stream,1775670,5889658,76,5.43,Fyke net - Mini,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
116994,27/03/2018,12:00,Wellington Regional Council,Karori Stream,Stream,,302,Karori Stream,1740810,5422784,30,0.95,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116994,27/03/2018,12:00,Wellington Regional Council,Karori Stream,Stream,,302,Karori Stream,1740810,5422784,30,0.95,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
116996,27/03/2018,12:00,Wellington Regional Council,Karori Stream tributary,Stream,,302,Karori Stream,1740757,5425769,101,5.53,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
116996,27/03/2018,12:00,Wellington Regional Council,Karori Stream tributary,Stream,,302,Karori Stream,1740757,5425769,101,5.53,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
116997,6/04/2018,17:00,Wellington Regional Council,Karori Stream tributary,Stream,,302,Karori Stream,1741063,5425816,61,4.87,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117001,27/10/2018,12:00,Wellington Regional Council,Karori Stream,Stream,,302,Karori Stream,1744767,5428033,153,11.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117002,28/03/2018,12:00,Wellington Regional Council,Karori Stream,Stream,,302,Karori Stream,1745538,5428496,170,12.36,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117014,26/03/2018,12:00,Wellington Regional Council,Ngauranga Stream,Stream,,297,Ngauranga Stream,1751279,5432530,83,0.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117026,19/04/2018,17:00,Wellington Regional Council,Owhiro Stream,Stream,,300,Owhiro Stream,1747176,5423681,88,2.18,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117030,28/10/2019,22:00,Wellington Regional Council,Papawai Stream,Stream,,297,Papawai Stream,1748259,5425598,35,2.07,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117046,24/10/2018,19:00,Wellington Regional Council,Maupuia Stream,Stream,,299,Maupuia Stream,1752928,5426235,28,1.43,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117047,5/11/2018,19:00,Wellington Regional Council,Island Bay Stream tributary,Stream,,300,Island Bay Stream,1748055,5424308,71,3.13,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,22,FALSE,FALSE,,,V2
117048,12/11/2018,19:00,Wellington Regional Council,Polhill Stream,Stream,,297,Polhill Stream,1747474,5427058,48,1.61,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,37,FALSE,FALSE,,,V2
117050,14/11/2018,19:00,Wellington Regional Council,Waimapihi Stream,Stream,,297,Waimapihi Stream,1746952,5426587,87,2.16,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,64,FALSE,FALSE,,,V2
117051,5/03/2019,12:00,Wellington Regional Council,Waimapihi Stream,Stream,,297,Waimapihi Stream,1746952,5426587,87,2.16,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117052,15/11/2018,19:00,Wellington Regional Council,Ngaroma Stream,Stream,,300,Ngaroma Stream,1749944,5423453,8,0,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,20,FALSE,FALSE,,,V2
117055,21/11/2018,19:00,Wellington Regional Council,Puketea Stream,Stream,,297,Puketea Stream,1747849,5428393,72,1.72,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117056,5/03/2019,12:00,Wellington Regional Council,Puketea Stream,Stream,,297,Puketea Stream,1747849,5428393,32,0,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117057,20/11/2018,19:00,Wellington Regional Council,Bells Road Stream,Stream,,297,Bells Road Stream,1748253,5425910,,,Observation - Spotlighting not captured to ID,Unknown,Paranephrops,Koura,25,FALSE,FALSE,,,V2
117066,9/11/2017,9:00,Wellington Regional Council,Tauherenikau River tributary,River,,292.068,Ruamahanga River,1798487,5445098,31,41.54,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117067,18/01/2019,10:00,Wellington Regional Council,Parapara Stream,Stream,,292.13,Ruamahanga River,1793788,5426719,23,25.56,Electric fishing - Backpack,Unknown,Paranephrops,Koura,80,FALSE,FALSE,,,V2
117068,14/03/2017,8:30,Wellington Regional Council,Waitawatautau Stream,Stream,,292.21,Ruamahanga River,1809539,5436917,41,58.27,Fyke net - Standard,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117091,24/04/2016,12:00,Wellington Regional Council,Ruamahanga River,River,,292,Ruamahanga River,1826904,5464009,107,105.89,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117091,24/04/2016,12:00,Wellington Regional Council,Ruamahanga River,River,,292,Ruamahanga River,1826904,5464009,107,105.89,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117103,26/04/2018,12:30,Wellington Regional Council,Whareama River,River,,259,Whareama River,1858330,5482736,80,57.17,Fyke net - Standard,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117105,27/04/2018,11:00,Wellington Regional Council,Maungatawhetau Stream,Stream,,292.29,Ruamahanga River,1822290,5448796,88,90.67,Electric fishing - Backpack,Unknown,Paranephrops,Koura,42,FALSE,FALSE,,,V2
117108,10/05/2018,12:45,Wellington Regional Council,Whangaehu River,River,,292.33,Ruamahanga River,1833975,5480733,200,138.61,Fyke net - Standard,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
117111,29/04/2016,12:00,Wellington Regional Council,Horokiri Stream,Stream,,309,Horokiri Stream,1763560,5452486,67,5.81,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117115,23/03/2017,12:45,Wellington Regional Council,Pahaoa River,River,,273,Pahaoa River,1825135,5428684,40,29.94,Fyke net - Standard,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117116,7/12/2017,12:00,Wellington Regional Council,Waipoua River,River,,292.35,Ruamahanga River,1820605,5476828,219,125.07,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117117,5/04/2016,11:20,Wellington Regional Council,Waipoua River,Not Entered,,292.35,Ruamahanga River,1820896,5467586,138,113.66,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117119,16/01/2018,8:00,Wellington Regional Council,Parkvale Stream,Stream,,292.251,Ruamahanga River,1813400,5449626,54,77.35,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117124,28/11/2017,12:00,Wellington Regional Council,Turanganui River,River,,292.01,Ruamahanga River,1785429,5416494,47,10.34,Electric fishing - Backpack,Unknown,Paranephrops,Koura,14,FALSE,FALSE,,,V2
117125,4/12/2017,17:30,Wellington Regional Council,Parkvale Stream tributary,River,,292.251,Ruamahanga River,1817662,5457306,105,88,Fyke net - Standard,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V2
117126,25/01/2018,,Wellington Regional Council,Mikimiki Stream,Stream,,292.35,Ruamahanga River,1813712,5475943,298,131.46,Electric fishing - Backpack,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117129,4/02/2019,9:25,Wellington Regional Council,Kopuaranga River tributary,Stream,,292.38,Ruamahanga River,1827087,5483868,239,137.41,Fyke net - Standard,Unknown,Paranephrops,Koura,3,FALSE,FALSE,,,V2
117132,15/03/2019,10:00,Wellington Regional Council,Whangaehu Stream,Stream,,292.051,Ruamahanga River,1787718,5420385,40,19.33,Electric fishing - Backpack,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V2
117134,3/05/2019,12:00,Wellington Regional Council,Waimangu Stream,Stream,,273.115,Pahaoa River,1835855,5444232,180,91.29,Electric fishing - Backpack,Unknown,Paranephrops,Koura,44,FALSE,FALSE,,,V2
117135,1/03/2018,11:30,Wellington Regional Council,Whangaimoana Stream,Stream,,291,Whangaimoana Stream,1781889,5413939,26,0.96,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117137,3/03/2019,10:00,Wellington Regional Council,Huangarua River,River,,292.2,Ruamahanga River,1806977,5435447,26,53.52,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V2
117140,24/04/2019,10:00,Wellington Regional Council,Kopuaranga River tributary,River,,292.38,Ruamahanga River,1824534,5486270,411,155.47,Electric fishing - Backpack,Unknown,Paranephrops,Koura,12,FALSE,FALSE,,,V2
117144,15/04/2019,11:00,Wellington Regional Council,Whangaehu River,River,,292.33,Ruamahanga River,1834180,5476412,180,133.02,Fyke net - Standard,Unknown,Paranephrops,Koura,19,FALSE,FALSE,,,V2
117146,24/07/2019,9:00,Cardno Ltd,Duck Creek,Not Entered,,307,Duck Creek,1759427,5445167,40,1.15,"Traps - G minnow (coarse mesh, baited)",Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117146,24/07/2019,9:00,Cardno Ltd,Duck Creek,Not Entered,,307,Duck Creek,1759427,5445167,40,1.15,Fyke net - Standard,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117148,12/09/2019,9:00,Cardno Ltd,Horokiri Stream,Not Entered,,309,Horokiri Stream,1764520,5457315,209,11.05,"Traps - G minnow (coarse mesh, baited)",Unknown,Paranephrops,Koura,34,FALSE,FALSE,,,V2
117173,18/10/2019,10:30,Mike Mcglynn,Kopenui Stream,Stream,,475.033,Waima River,1675744,6084529,250,51.39,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117180,18/04/2018,9:30,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1569973,5176118,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V2
117186,16/04/2018,10:30,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570024,5176118,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117257,7/03/2019,,Ryder Environmental Limited,Mare Burn,Not Entered,,743.58,Taieri River,1392962,4980505,440,149.67,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117257,7/03/2019,,Ryder Environmental Limited,Mare Burn,Not Entered,,743.58,Taieri River,1392962,4980505,440,149.67,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117258,5/04/2018,8:30,Eos Ecology Ltd,Heathcote River,River,,666,Heathcote River,1570622,5176749,12,10.74,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V2
117259,7/03/2019,,Ryder Environmental Limited,Mare Burn,Not Entered,,743.58,Taieri River,1392688,4980530,440,149.67,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117260,7/03/2019,,Ryder Environmental Limited,Mare Burn,Not Entered,,743.58,Taieri River,1392479,4980495,440,149.67,Traps - Bait trap (Killwell),Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117261,26/02/2019,,Ryder Environmental Limited,Maori Hen Creek,Not Entered,,743.58,Taieri River,1394454,4979758,569,153.55,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117262,26/02/2019,,Ryder Environmental Limited,Mare Burn,Not Entered,,743.58,Taieri River,1393904,4980411,471,152.11,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117268,26/02/2019,,Ryder Environmental Limited,Deepdell Creek,Not Entered,,726.17,Shag River,1397326,4973943,368,61.51,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
117269,26/02/2019,,Ryder Environmental Limited,Deepdell Creek,Not Entered,,726.17,Shag River,1397266,4973790,379,62.38,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V2
